호선,역,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
3호선,불광,47,2,"10,549","1,647","21,037","7,159","57,078","12,111","67,247","33,806","38,477","27,348","27,087","23,474","25,707","25,176","26,717","26,721","26,299","29,698","26,258","28,117","27,534","31,854","29,176","35,697","30,739","43,017","32,352","64,826","17,941","48,326","14,261","29,755","11,842","26,540","8,135","23,945","3,382","13,604",609,"4,552",0,0,0,0,0,0,2025-08-03 10:00:47
3호선,녹번,60,3,"10,546",482,"27,659","3,765","75,657","8,618","81,245","17,842","43,892","10,748","26,889","9,534","22,473","10,297","21,794","12,766","19,814","14,050","16,547","16,217","16,246","20,323","17,364","27,424","18,011","37,332","20,207","66,069","10,352","50,943","7,891","31,348","6,165","28,266","4,215","25,404","1,522","13,899",311,"4,008",0,3,0,0,0,0,2025-08-03 10:00:47
3호선,홍제,107,10,"10,802","1,402","26,296","6,538","68,510","11,298","74,520","24,380","46,478","19,930","33,654","17,507","29,469","17,491","30,207","19,256","27,368","20,783","24,876","23,767","25,468","29,520","27,270","34,167","28,758","45,391","27,136","67,130","15,692","51,382","12,899","31,468","9,996","28,937","6,608","23,788","2,602","14,643",389,"4,022",0,5,0,0,0,0,2025-08-03 10:00:47
3호선,무악재,3,1,"2,128",170,"5,858","1,443","17,126","3,240","20,119","6,146","12,063","3,614","8,222","3,585","7,143","3,865","6,446","4,315","5,760","4,805","5,346","5,435","4,991","6,738","5,800","8,574","6,623","11,475","6,882","17,584","3,438","13,711","2,428","8,612","1,906","8,014","1,396","6,753",585,"4,331",99,"1,104",0,1,0,0,0,0,2025-08-03 10:00:47
3호선,독립문,178,3,"5,359","1,060","6,994","6,973","16,699","15,814","20,947","23,937","16,307","17,698","14,029","13,046","14,868","10,341","15,667","10,902","13,433","11,889","13,461","11,475","15,668","12,058","16,461","13,152","17,280","14,727","16,713","18,962","8,041","14,826","6,114","9,949","4,990","8,880","3,620","7,549","1,172","4,997",186,"1,846",3,489,0,0,0,0,2025-08-03 10:00:47
3호선,경복궁(정부서울청사),51,25,"2,415","2,029","6,840","16,432","14,595","46,428","22,152","149,260","20,868","88,073","20,643","55,759","28,430","53,797","35,592","47,551","43,024","46,586","48,169","39,753","55,074","35,202","65,191","35,267","92,259","34,676","122,947","36,961","49,142","22,275","40,898","12,985","37,730","11,025","24,413","10,425","8,848","5,653","1,167","1,552",1,39,0,0,0,0,2025-08-03 10:00:47
3호선,안국,19,0,"1,523","2,193","3,117","27,780","6,374","97,891","11,182","131,895","15,331","88,703","18,390","66,798","28,064","64,397","40,022","54,949","45,008","52,483","53,507","48,639","66,572","39,707","85,397","36,777","126,235","33,100","129,639","29,601","56,914","14,373","47,052","7,991","37,595","6,862","18,857","6,346","6,785","3,627",628,995,1,0,0,0,0,0,2025-08-03 10:00:47
3호선,종로3가,12,1,845,"1,161","1,302","7,716","2,386","18,835","3,823","46,716","6,401","46,428","9,605","37,838","12,335","29,284","14,875","26,434","16,828","25,487","19,216","23,255","22,941","21,556","28,447","21,661","44,041","21,914","56,271","21,452","29,029","11,499","21,122","7,159","23,283","5,810","18,023","4,451","7,704","3,229","1,028","1,040",0,8,0,0,0,0,2025-08-03 10:00:47
3호선,을지로3가,11,0,789,"1,382","1,630","11,035","4,370","41,101","8,302","86,432","11,038","32,973","13,124","15,829","13,680","14,661","13,553","14,451","15,199","15,341","17,260","13,523","18,972","14,326","24,209","16,745","50,882","21,276","76,686","25,999","29,377","15,009","22,488","8,590","22,887","6,662","19,328","5,645","10,351","4,476","1,609",866,0,3,0,0,0,0,2025-08-03 10:00:47
3호선,충무로,0,0,0,0,1,0,1,0,1,0,2,0,3,0,7,0,10,0,9,0,15,0,2,0,8,0,9,0,19,0,23,0,11,0,4,0,4,0,6,0,3,0,0,0,0,0,0,0,2025-08-03 10:00:47
3호선,동대입구,13,0,"1,480","1,163","3,077","10,710","5,504","17,757","8,881","55,420","7,865","32,325","8,281","22,539","10,625","17,417","10,188","18,239","16,574","19,114","14,508","13,772","14,824","12,353","21,126","14,440","36,774","18,150","42,068","17,482","20,500","10,284","22,475","6,257","18,790","6,076","14,042","4,532","3,291","3,028",451,"1,057",2,83,0,0,0,0,2025-08-03 10:00:47
3호선,약수,130,1,"6,614","1,123","11,010","6,444","27,804","14,633","37,646","34,651","26,376","22,594","19,604","15,966","18,074","15,973","19,088","15,723","19,794","16,655","18,697","17,772","19,734","19,631","21,852","23,740","28,147","30,748","32,642","43,846","19,948","26,573","16,179","18,207","15,774","16,549","11,632","14,966","5,140","8,501",851,"3,355",1,380,0,0,0,0,2025-08-03 10:00:47
3호선,금호,64,6,"4,697",683,"11,199","2,867","29,862","5,074","39,732","9,763","23,728","7,279","14,400","7,149","12,269","7,306","11,878","8,324","11,057","10,026","9,585","10,646","9,806","13,086","10,840","16,358","11,982","22,217","12,028","32,597","8,454","22,130","6,183","15,267","4,709","13,654","3,772","12,934","1,939","6,559",394,"1,706",0,0,0,0,0,0,2025-08-03 10:00:47
3호선,옥수,211,3,"3,416",941,"10,041","4,508","25,706","7,958","33,263","13,891","22,631","10,926","15,205","8,952","13,483","10,197","13,844","11,473","13,504","13,001","12,886","13,840","13,623","16,211","15,231","18,445","16,839","26,933","17,118","36,917","11,412","25,702","9,552","16,995","8,864","15,328","6,124","13,926","2,508","6,472",457,"1,861",0,1,0,0,0,0,2025-08-03 10:00:47
3호선,압구정,94,1,"3,133","2,513","9,017","25,429","16,786","53,794","24,815","153,342","21,112","157,833","25,600","80,834","31,750","66,048","39,041","54,931","46,440","57,227","54,884","50,241","63,289","46,912","76,165","47,326","105,004","58,253","145,300","61,982","97,260","34,408","77,124","18,283","54,957","14,614","40,553","12,185","11,733","6,296","2,003","2,044",3,217,0,0,0,0,2025-08-03 10:00:47
3호선,신사,54,4,"3,325","1,953","6,625","17,906","11,976","45,980","18,189","113,981","15,713","144,523","18,981","70,406","24,597","45,503","28,195","43,090","33,879","46,094","41,108","41,183","48,842","37,733","59,059","40,693","91,030","51,439","132,923","63,806","90,297","34,017","59,508","18,418","58,140","14,015","48,435","11,504","20,224","7,767","3,027","3,350",0,2,0,0,0,0,2025-08-03 10:00:47
3호선,잠원,4,3,"1,518",832,"5,552","8,647","16,255","9,631","22,179","12,863","13,032","9,243","9,549","6,336","9,564","6,265","9,834","7,866","9,489","8,885","8,314","8,334","10,791","9,003","13,313","9,142","15,819","13,438","12,269","18,989","6,780","12,611","4,903","8,568","5,023","8,373","3,857","8,876","1,056","3,787",152,"1,236",0,0,0,0,0,0,2025-08-03 10:00:47
3호선,고속터미널,127,4,"5,663","4,110","8,353","35,118","28,289","50,269","48,918","77,639","55,269","100,705","58,538","109,023","72,271","117,085","87,133","107,635","97,212","105,620","113,187","109,211","131,987","111,528","144,269","109,850","158,568","118,180","147,061","125,030","120,950","77,995","132,677","50,366","82,213","38,049","50,375","28,512","17,308","13,147","2,037","2,220",0,6,0,0,0,0,2025-08-03 10:00:47
3호선,교대(법원.검찰청),75,1,"2,099",947,"5,175","7,476","11,892","20,871","16,785","52,866","14,163","39,455","15,380","18,560","19,652","13,381","21,748","12,535","26,099","12,731","30,110","11,672","31,710","10,480","35,767","11,851","56,924","16,390","77,914","20,800","35,345","11,342","30,011","6,365","30,200","5,195","22,792","4,745","8,584","2,600","1,343",914,0,3,0,0,0,0,2025-08-03 10:00:47
3호선,남부터미널(예술의전당),43,1,"3,253","1,369","9,997","31,050","31,380","73,221","47,935","168,200","39,506","95,476","36,305","50,298","40,375","38,006","40,773","40,102","43,849","46,821","45,069","45,714","52,473","45,156","67,686","48,462","121,445","54,951","147,646","64,909","64,771","40,941","43,556","25,545","38,459","20,309","29,756","17,315","8,186","9,632",919,"2,560",0,5,0,0,0,0,2025-08-03 10:00:47
3호선,양재(서초구청),70,0,"4,960","3,330","15,632","43,673","40,143","121,729","49,797","254,929","33,239","127,298","31,075","55,597","33,783","45,061","37,846","42,044","42,283","46,094","47,118","40,085","58,092","40,934","75,724","44,197","144,251","65,020","208,727","81,710","91,821","51,044","66,229","31,963","60,789","28,072","39,376","23,751","12,974","12,071","1,516","3,501",0,20,0,0,0,0,2025-08-03 10:00:47
3호선,매봉,27,0,"2,050",848,"7,771","10,595","20,098","27,222","23,605","84,364","15,863","36,754","15,252","18,309","14,842","16,313","15,813","14,576","17,231","14,701","19,252","13,559","21,309","14,442","24,879","15,440","43,449","21,816","66,485","26,853","21,817","16,915","17,121","10,527","18,310","9,300","10,831","8,557","3,238","4,322",459,"1,328",0,40,0,0,0,0,2025-08-03 10:00:47
3호선,도곡,28,1,"1,291",420,"5,081","4,965","12,978","15,618","16,170","23,449","9,613","18,020","8,131","8,032","7,815","7,387","8,231","7,691","8,655","8,119","9,620","7,718","11,162","7,829","13,092","8,441","19,228","10,979","20,389","14,366","9,645","10,705","6,762","6,761","6,080","6,106","4,878","5,428","1,303","3,145",218,"1,675",2,280,0,0,0,0,2025-08-03 10:00:47
3호선,대치,12,0,"3,246",618,"14,443","8,812","31,113","25,532","31,247","33,756","18,242","22,961","15,078","15,438","14,093","14,391","18,187","20,121","18,988","23,888","16,900","20,389","18,354","21,524","21,822","25,889","37,942","33,810","31,862","35,869","20,221","25,653","14,600","14,878","18,678","14,479","43,849","11,494","3,918","6,552",401,"2,120",0,1,0,0,0,0,2025-08-03 10:00:47
3호선,학여울,1,0,772,282,"2,382","2,292","4,704","3,899","4,993","8,230","3,426","7,220","2,719","5,923","3,119","3,926","4,618","3,692","5,349","4,017","5,170","3,532","4,550","3,175","5,447","3,462","7,387","4,064","7,601","5,200","2,598","4,075","1,807","2,662","1,647","2,288","1,296","2,037",284,"1,134",42,334,0,0,0,0,0,0,2025-08-03 10:00:47
3호선,대청,137,2,"4,190","1,245","13,719","7,827","34,496","20,022","41,144","29,632","22,607","13,966","16,692","9,899","15,299","9,063","14,322","11,209","15,256","12,309","14,260","12,611","17,924","15,125","20,202","16,447","26,884","23,526","29,383","33,075","12,649","26,131","9,344","18,324","7,321","16,280","5,478","16,878","1,818","8,455",325,"2,777",0,14,0,0,0,0,2025-08-03 10:00:47
3호선,일원,10,0,"2,609","1,750","10,061","14,802","26,768","37,896","27,798","28,466","19,642","22,199","19,923","17,892","20,017","13,711","19,055","16,111","17,358","16,351","18,476","16,022","23,261","14,536","28,938","13,812","41,776","17,648","21,030","24,559","11,592","18,905","7,308","12,903","5,087","12,209","3,805","12,457","1,573","5,193",160,"1,599",0,20,0,0,0,0,2025-08-03 10:00:47
3호선,수서,130,1,"4,874","2,679","14,644","17,495","41,929","37,033","48,251","61,880","31,257","36,740","37,994","24,412","28,365","22,142","34,252","26,030","30,585","22,998","24,900","24,259","35,089","28,747","37,970","31,630","49,590","40,042","55,927","55,701","25,103","40,995","24,633","27,745","16,192","23,380","15,339","22,321","7,084","8,888",668,"3,253",1,252,0,0,0,0,2025-08-03 10:00:47
3호선,가락시장,60,17,"3,169",928,"8,908","6,445","24,184","12,605","24,674","28,272","17,128","14,557","14,786","10,619","13,875","10,958","14,121","11,833","13,311","12,087","13,261","12,561","14,597","14,065","16,378","16,009","21,363","20,980","27,910","27,578","12,396","19,556","9,774","12,387","8,648","10,921","5,899","10,460","2,351","5,209",416,"1,838",0,38,0,0,0,0,2025-08-03 10:00:47
3호선,경찰병원,5,0,"3,242",285,"9,393","3,691","25,503","11,441","28,707","29,379","16,133","17,376","12,250","9,850","11,137","7,672","10,181","9,205","10,311","10,188","11,048","9,103","11,378","9,517","11,784","10,267","18,116","16,974","21,197","24,220","7,956","18,665","6,251","10,932","5,234","9,530","3,400","8,929",986,"5,203",129,"1,519",0,0,0,0,0,0,2025-08-03 10:00:47
3호선,오금,21,0,"4,849",14,"10,636","2,755","32,847","6,630","33,407","13,746","16,400","6,524","9,789","5,242","7,804","4,831","8,447","6,064","8,389","6,748","7,164","6,599","6,989","8,390","8,462","10,007","11,462","15,541","12,520","23,963","5,017","16,713","3,881","10,971","3,396","9,356","2,872","11,273",804,"5,421",158,"2,008",0,4,0,0,0,0,2025-08-03 10:00:47
4호선,불암산,94,2,"9,290",33,"19,439","4,927","49,410","8,066","37,984","11,732","23,147","11,029","17,447","10,728","15,231","10,042","15,300","10,667","14,535","10,651","13,397","12,299","12,908","14,167","14,675","16,960","14,241","19,811","13,416","28,723","8,397","25,967","6,231","17,594","4,739","15,600","3,134","14,889","1,680","9,960",355,"3,278",1,416,0,0,0,0,2025-08-03 10:00:47
4호선,상계,109,1,"16,048",296,"44,059","7,995","92,138","17,508","74,722","22,973","44,876","18,741","32,686","16,607","28,493","17,659","31,533","22,389","29,375","22,085","24,400","23,488","24,860","28,837","27,184","36,638","27,788","47,005","25,548","70,716","16,646","62,967","13,578","38,741","12,250","33,811","11,925","30,278","3,852","20,086",688,"6,289",4,672,0,0,0,0,2025-08-03 10:00:47
4호선,노원,318,7,"13,260",909,"27,168","10,375","58,295","15,878","58,241","34,961","35,354","36,596","28,294","27,509","27,802","28,073","32,593","32,270","32,070","35,804","32,240","33,959","34,459","37,428","37,743","46,489","39,070","59,872","38,821","87,900","28,843","69,499","30,857","41,336","29,734","35,168","24,882","30,834","11,754","20,432","2,646","7,349",12,821,0,0,0,0,2025-08-03 10:00:47
4호선,창동,"2,274",38,"18,227","2,519","43,404","16,659","94,545","24,380","82,189","53,218","51,940","40,707","42,672","34,858","42,454","33,556","42,771","40,131","40,495","47,025","39,664","46,574","45,692","49,143","52,517","56,482","53,787","71,534","56,425","98,213","32,519","80,154","25,192","48,927","21,875","42,024","16,383","38,598","7,089","23,300","1,196","8,047",2,177,1,1,0,0,2025-08-03 10:00:47
4호선,쌍문,209,16,"26,971","1,253","58,232","9,799","131,334","16,861","131,664","30,854","77,980","24,424","54,243","22,468","45,971","24,103","46,891","27,383","42,733","30,682","37,431","33,128","35,411","43,849","38,262","53,910","39,080","71,959","35,575","109,917","23,612","99,905","18,228","61,638","14,000","55,739","10,234","50,573","4,410","32,024",781,"10,564",0,66,0,0,0,0,2025-08-03 10:00:47
4호선,수유(강북구청),105,8,"24,178","3,433","49,672","12,177","118,009","23,405","124,662","59,707","80,189","42,086","56,392","32,012","51,176","33,761","54,853","37,108","53,097","42,024","48,550","43,995","49,257","54,444","54,533","68,546","57,702","88,379","65,918","128,886","38,345","110,484","30,982","70,907","27,384","62,642","20,886","59,351","11,562","39,989","1,896","11,011",0,45,0,0,0,0,2025-08-03 10:00:47
4호선,미아(서울사이버대학),29,1,"12,431","1,582","23,288","6,598","51,556","17,540","53,574","38,078","35,427","21,755","27,059","18,467","24,965","17,354","27,695","18,087","24,969","19,837","22,538","21,213","24,032","25,834","28,480","30,104","28,469","36,342","30,327","48,897","17,760","40,756","12,676","25,434","11,090","23,291","7,656","20,491","2,964","13,293",504,"3,661",0,23,0,0,0,0,2025-08-03 10:00:47
4호선,미아사거리,97,0,"15,614","3,008","39,290","9,170","90,952","20,978","98,780","36,670","59,231","32,250","41,962","29,508","39,562","31,135","41,915","33,307","40,990","35,315","39,009","38,008","43,145","47,606","46,268","54,419","42,778","71,069","44,752","100,630","31,480","77,006","30,533","47,375","19,205","42,758","13,148","36,628","6,254","21,737","1,044","4,710",0,1,0,0,0,0,2025-08-03 10:00:47
4호선,길음,45,4,"11,658","1,607","37,072","7,878","93,933","14,241","95,490","29,454","51,534","22,266","34,180","18,079","30,685","18,914","30,953","24,194","29,813","25,993","26,725","26,429","27,888","30,960","32,002","39,514","32,546","55,387","31,758","83,603","18,416","66,382","14,899","41,397","11,088","38,156","9,564","36,356","3,519","21,257",534,"5,280",0,0,0,0,0,0,2025-08-03 10:00:47
4호선,성신여대입구(돈암),51,15,"6,409","1,739","20,847","7,884","50,662","18,040","57,818","35,717","39,456","32,357","30,622","23,687","30,677","23,881","35,851","28,949","35,763","31,731","33,445","31,470","35,508","33,476","41,681","41,549","45,746","53,412","47,936","72,337","31,140","56,214","28,666","37,905","29,194","34,991","25,195","32,640","11,452","21,797","2,111","5,806",0,1,0,1,0,0,2025-08-03 10:00:47
4호선,한성대입구(삼선교),35,1,"7,201","1,694","13,984","9,789","32,899","17,754","40,148","30,282","28,127","26,519","21,359","17,427","20,304","16,936","22,390","17,969","23,641","18,782","21,557","18,293","24,001","19,939","31,329","23,869","33,130","29,853","30,245","37,576","17,314","29,725","14,494","20,254","13,740","19,036","9,288","17,719","3,900","11,932",632,"5,261",0,"1,426",0,0,0,0,2025-08-03 10:00:47
4호선,혜화,29,2,"3,329","2,210","8,278","26,336","18,327","56,334","23,440","124,141","27,335","89,981","34,196","65,311","40,034","60,354","42,019","73,598","43,373","90,991","55,394","79,034","77,194","62,427","95,812","61,561","118,411","71,250","121,983","84,906","68,544","62,349","72,667","22,460","101,051","21,490","97,609","18,852","29,044","11,398","3,639","3,587",2,442,0,0,0,0,2025-08-03 10:00:47
4호선,동대문,254,8,"4,524","2,087","3,132","16,447","5,230","35,556","8,024","68,587","14,130","65,885","21,150","59,764","27,795","53,756","32,631","46,275","38,200","42,503","46,359","40,766","54,319","34,230","70,824","27,990","87,707","22,036","60,889","19,773","31,776","19,863","24,572","14,558","26,337","10,784","14,873","8,599","7,918","5,424","1,257","1,534",3,140,0,0,0,0,2025-08-03 10:00:47
4호선,동대문역사문화공원(DDP),305,5,"5,666","1,631","4,731","14,992","9,090","32,194","14,351","72,543","17,908","42,763","20,552","33,502","23,364","32,086","26,392","29,912","29,260","30,621","34,647","29,981","42,097","27,285","50,609","26,710","72,662","29,426","85,403","31,144","49,481","29,895","41,806","21,267","38,624","18,757","29,774","16,264","15,435","10,620","2,729","3,412",5,161,0,0,0,0,2025-08-03 10:00:47
4호선,충무로,58,4,"3,439","3,039","5,623","25,783","12,839","68,660","21,115","193,208","28,507","109,095","32,424","50,955","36,793","43,709","35,422","42,109","40,213","44,056","44,010","37,147","48,759","35,520","62,787","39,400","111,699","46,236","171,083","52,981","70,160","33,753","54,214","24,846","50,468","25,486","39,461","24,493","19,811","16,307","3,506","4,611",4,195,0,0,0,0,2025-08-03 10:00:47
4호선,명동,29,0,"1,573","1,029","4,264","28,127","8,332","57,084","16,538","132,639","30,620","94,878","37,397","66,086","45,322","70,060","46,872","72,404","51,615","76,098","59,617","71,514","71,193","70,029","88,212","74,477","103,851","77,210","146,104","74,967","86,284","60,764","79,728","46,772","81,964","35,360","76,989","21,048","33,817","11,874","2,177","3,183",3,144,0,0,0,0,2025-08-03 10:00:47
